,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class,pre_class
438,b,y,y,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,n,m,e,e
5194,x,y,n,f,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l,p,p
2629,x,f,n,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,n,y,d,e,e
5976,k,s,e,t,n,f,c,b,e,e,?,s,s,w,w,p,w,t,e,w,c,w,e,e
4525,f,y,g,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,y,d,p,p
2375,f,s,w,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,n,v,u,p,p
6436,x,y,e,f,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p,p,p
6239,f,s,n,f,y,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d,p,p
5228,x,s,b,t,f,f,c,b,w,t,b,s,s,w,w,p,w,o,p,h,s,u,p,p
6249,f,y,n,f,y,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p,p,p
6885,x,s,e,f,y,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,p,p
1721,f,s,w,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,k,a,g,e,e
1739,f,s,w,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,v,u,p,p
373,s,f,n,f,n,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,y,u,e,e
7845,x,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,n,o,p,b,c,l,e,e
5873,f,s,g,t,f,f,c,b,w,t,b,f,s,w,w,p,w,o,p,h,v,u,p,p
1978,f,f,n,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,n,a,g,e,e
2908,x,f,g,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,k,y,d,e,e
4462,f,y,g,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,y,p,p,p
5936,x,s,g,t,f,f,c,b,w,t,b,f,f,w,w,p,w,o,p,h,v,u,p,p
6128,x,s,e,f,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l,p,p
2510,f,f,e,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,n,y,d,e,e
7630,k,s,n,f,n,a,c,b,o,e,?,s,s,o,o,p,o,o,p,b,v,l,e,e
6550,k,s,e,f,f,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p,p,p
4100,x,y,e,f,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d,p,p
6663,b,s,n,f,n,a,c,b,o,e,?,s,s,o,o,p,n,o,p,y,v,l,e,e
2166,x,y,e,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,n,y,d,e,e
5288,f,y,y,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,y,p,p,p
1393,x,s,w,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,k,s,g,e,e
812,x,y,w,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,v,u,p,p
1871,f,f,e,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,n,y,d,e,e
1662,x,y,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,g,e,e
6012,x,s,n,f,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l,p,p
6201,x,s,n,f,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d,p,p
2960,x,f,n,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,k,v,d,e,e
2131,x,f,w,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,n,s,g,e,e
4844,f,y,p,t,n,f,c,b,w,e,?,s,s,e,e,p,w,t,e,w,c,w,e,e
2517,x,f,e,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,k,y,d,e,e
3433,f,y,g,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,k,y,d,e,e
2345,x,y,g,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,k,v,d,e,e
4825,f,y,y,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,v,d,p,p
4661,x,s,w,t,f,f,c,b,h,t,b,f,f,w,w,p,w,o,p,h,s,u,p,p
1755,f,f,n,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,k,s,g,e,e
1747,f,f,n,f,n,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,y,u,e,e
921,x,s,n,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,n,a,g,e,e
322,x,s,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,g,e,e
3012,f,y,e,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,n,y,d,e,e
5807,f,s,e,t,n,f,c,b,e,e,?,s,s,e,e,p,w,t,e,w,c,w,e,e
6279,b,s,w,f,n,f,w,b,p,e,?,k,k,w,w,p,w,t,p,w,s,g,e,e
6620,f,y,e,f,s,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d,p,p
5402,x,y,e,f,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d,p,p
6701,x,s,e,f,y,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,p,p
2173,x,y,g,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,k,v,d,e,e
5591,f,s,g,t,f,f,c,b,w,t,b,f,f,w,w,p,w,o,p,h,v,g,p,p
231,x,y,w,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,s,u,p,p
2495,f,y,w,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,v,u,p,p
110,x,s,y,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,g,e,e
4516,x,y,g,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,v,g,p,p
1079,x,y,n,t,l,f,c,b,p,e,r,s,y,w,w,p,w,o,p,k,s,p,e,e
2809,x,f,e,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,n,v,d,e,e
1115,f,f,g,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,k,s,g,e,e
6579,k,y,e,f,y,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p,p,p
6832,x,s,e,f,s,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p,p,p
1467,x,s,y,t,a,f,w,n,p,t,b,s,s,w,w,p,w,o,p,u,v,d,e,e
7588,k,s,n,f,y,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p,p,p
2404,f,y,g,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,k,v,d,e,e
1578,f,f,g,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,k,a,g,e,e
3686,x,f,g,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,v,g,p,p
5542,f,y,y,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,y,d,p,p
7983,x,s,g,f,n,f,w,b,g,e,?,s,k,w,w,p,w,t,p,w,n,g,e,e
1793,f,f,n,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,n,s,g,e,e
1450,f,f,n,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,k,a,g,e,e
5030,f,f,y,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,y,p,p,p
2069,x,f,g,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,k,y,d,e,e
3625,x,f,g,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,v,d,p,p
5491,f,y,y,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,y,d,p,p
3889,x,f,g,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,v,d,p,p
6219,k,s,w,f,n,f,w,b,g,e,?,s,k,w,w,p,w,t,p,w,s,g,e,e
3956,x,y,y,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,y,p,p,p
3820,f,y,e,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,k,v,d,e,e
2351,f,y,w,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,n,s,u,p,p
1488,x,s,n,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,n,s,g,e,e
5152,f,y,y,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,y,p,p,p
4436,f,y,g,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,v,d,p,p
7664,b,s,n,f,n,a,c,b,o,e,?,s,s,o,o,p,o,o,p,y,c,l,e,e
2036,x,s,n,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,k,s,g,e,e
2929,x,f,n,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,n,v,d,e,e
4861,x,y,y,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,v,d,p,p
6403,k,f,g,f,n,f,w,b,g,e,?,k,k,w,w,p,w,t,p,w,s,g,e,e
1514,x,f,w,t,a,f,w,n,p,t,b,s,s,w,w,p,w,o,p,u,v,d,e,e
265,f,f,g,f,n,f,c,n,g,e,e,s,s,w,w,p,w,o,p,k,v,u,e,e
0,x,s,n,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,s,u,p,p
1451,f,s,n,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,v,u,p,p
7425,f,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,n,o,p,b,c,l,e,e
6275,k,y,n,f,y,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d,p,p
7209,x,s,n,f,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,p,p
2860,x,s,p,f,c,f,w,n,u,e,b,s,s,w,w,p,w,o,p,k,s,d,p,p
4162,x,f,y,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,v,p,p,p
838,x,y,y,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,g,e,e
14,x,f,n,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,k,a,g,e,e
5425,f,s,g,t,f,f,c,b,w,t,b,f,s,w,w,p,w,o,p,h,s,g,p,p
3139,f,y,g,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,n,y,d,e,e
6113,f,s,e,f,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l,p,p
6522,k,s,e,f,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p,p,p
8,x,y,w,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,v,g,p,p
2879,x,y,e,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,n,y,d,e,e
4539,f,y,g,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,v,g,p,p
2316,x,y,e,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,k,v,d,e,e
1039,x,s,n,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,s,u,p,p
7729,x,s,n,f,n,a,c,b,o,e,?,s,s,o,o,p,n,o,p,b,c,l,e,e
6125,f,y,e,f,y,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l,p,p
5414,f,y,y,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,v,g,p,p
3353,f,f,e,t,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,k,v,d,e,e
3907,x,f,y,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,v,p,p,p
7716,k,s,n,f,n,a,c,b,o,e,?,s,s,o,o,p,o,o,p,b,c,l,e,e
339,x,y,n,t,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,y,g,e,e
121,x,y,w,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,m,e,e
4915,f,f,y,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,g,p,p
5001,x,y,n,f,n,f,c,n,w,e,?,k,y,w,n,p,w,o,e,w,v,d,p,p
1090,s,f,n,f,n,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,y,u,e,e
2770,x,f,g,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,d,p,p
1372,x,f,w,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,k,s,g,e,e
6112,x,s,e,f,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p,p,p
1317,x,f,n,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,k,y,d,e,e
622,x,f,w,t,l,f,w,n,n,t,b,s,s,w,w,p,w,o,p,u,v,d,e,e
1419,f,s,w,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,k,a,g,e,e
1541,x,f,w,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,k,a,g,e,e
8038,x,y,g,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,y,p,e,e
2570,x,f,e,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,n,v,d,e,e
6056,f,s,e,f,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d,p,p
4755,x,y,g,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,p,p,p
2691,x,y,g,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,k,y,d,e,e
2225,x,f,e,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,k,v,d,e,e
1410,x,f,n,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,k,s,g,e,e
2127,x,y,g,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,k,v,d,e,e
2984,x,f,e,t,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,k,y,d,e,e
889,x,s,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,g,e,e
5744,f,y,b,t,n,f,c,b,g,e,b,s,s,w,w,p,w,t,p,r,v,m,p,p
7214,k,s,e,f,f,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,l,p,p
2029,b,y,w,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,m,e,e
7068,k,s,n,f,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d,p,p
8000,b,s,n,f,n,a,c,b,n,e,?,s,s,o,o,p,o,o,p,n,c,l,e,e
5422,f,y,y,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,d,p,p
196,b,s,y,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,g,e,e
4618,f,f,g,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,v,p,p,p
3755,x,f,g,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,y,g,p,p
415,b,y,y,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,n,g,e,e
8103,k,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,n,o,p,o,c,l,e,e
2094,f,f,n,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,k,s,g,e,e
7319,b,f,w,f,n,f,w,b,p,e,?,k,k,w,w,p,w,t,p,w,n,g,e,e
5003,f,f,y,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,v,d,p,p
432,b,s,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,g,e,e
3932,f,y,y,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,v,d,p,p
2922,f,f,e,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,k,y,d,e,e
7575,k,s,n,f,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p,p,p
2264,x,y,e,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,k,y,d,e,e
3656,x,f,g,f,c,f,w,n,n,e,b,s,s,w,w,p,w,o,p,n,s,d,p,p
4553,x,y,y,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,v,d,p,p
2215,x,y,n,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,n,v,d,e,e
6523,k,y,e,f,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d,p,p
6772,f,s,n,f,s,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l,p,p
1108,b,y,y,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,n,g,e,e
5715,x,y,p,t,n,f,c,b,w,e,?,s,s,w,e,p,w,t,e,w,c,w,e,e
7941,k,y,e,f,m,a,c,b,w,e,c,k,y,c,c,p,w,n,n,w,c,d,p,p
7767,k,s,e,f,f,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d,p,p
6357,x,s,n,f,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p,p,p
5385,f,s,p,t,n,f,c,b,e,e,?,s,s,w,e,p,w,t,e,w,c,w,e,e
5756,x,y,g,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,g,p,p
1195,x,s,n,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,s,g,p,p
2656,x,y,e,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,k,y,d,e,e
2499,x,y,g,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,k,v,d,e,e
604,b,y,w,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,m,e,e
4383,x,y,y,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,v,p,p,p
880,f,f,w,t,a,f,w,n,w,t,b,s,s,w,w,p,w,o,p,n,v,d,e,e
1219,f,f,w,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,n,s,g,e,e
2726,x,y,e,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,n,y,d,e,e
3065,f,y,g,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,n,v,d,e,e
2233,f,y,e,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,v,d,e,e
3047,x,s,p,f,c,f,w,n,n,e,b,s,s,w,w,p,w,o,p,n,v,d,p,p
5202,x,y,n,f,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p,p,p
7932,k,s,e,f,s,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p,p,p
5430,f,y,r,f,n,f,c,n,h,e,?,s,f,w,w,p,w,o,f,h,y,d,e,e
5100,x,f,y,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,v,g,p,p
4292,x,f,y,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,d,p,p
1945,f,s,w,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,v,u,p,p
7409,k,y,e,f,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l,p,p
3077,x,f,n,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,k,v,d,e,e
1706,f,f,w,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,k,s,g,e,e
1158,f,f,w,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,n,s,g,e,e
6340,f,y,e,f,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d,p,p
4022,x,y,g,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,y,p,p,p
6377,f,s,e,f,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p,p,p
5435,x,s,g,t,f,f,c,b,h,t,b,f,s,w,w,p,w,o,p,h,v,u,p,p
7218,k,y,n,f,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p,p,p
5195,x,y,g,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,v,p,p,p
5274,x,y,n,f,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l,p,p
7473,k,s,n,f,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d,p,p
5405,b,y,p,t,n,f,c,b,r,e,b,s,s,w,w,p,w,t,p,r,v,g,p,p
7894,x,s,g,f,n,f,w,b,p,e,?,s,k,w,w,p,w,t,p,w,s,g,e,e
6119,k,s,e,f,s,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p,p,p
6927,f,s,n,f,n,a,c,b,o,e,?,s,s,o,o,p,n,o,p,n,c,l,e,e
1782,x,s,w,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,k,a,g,e,e
5365,x,y,n,f,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l,p,p
4405,f,f,y,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,y,d,p,p
4128,f,y,g,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,p,p,p
904,x,s,y,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,n,m,e,e
1446,x,s,n,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,k,s,g,e,e
7622,b,f,g,f,n,f,w,b,g,e,?,s,s,w,w,p,w,t,p,w,n,g,e,e
2874,x,f,e,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,n,y,d,e,e
6766,f,y,n,f,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,p,p
6110,f,y,e,f,y,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p,p,p
3961,f,f,g,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,k,v,d,e,e
6378,x,s,e,f,y,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l,p,p
1784,b,s,y,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,g,e,e
1565,x,f,g,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,n,v,d,e,e
3908,f,f,y,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,v,d,p,p
7169,k,s,n,f,f,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l,p,p
7651,b,f,w,f,n,f,w,b,p,e,?,s,s,w,w,p,w,t,p,w,n,g,e,e
4279,f,f,y,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,y,g,p,p
7605,k,s,e,f,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d,p,p
6607,x,s,n,f,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d,p,p
6458,k,y,n,f,y,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l,p,p
2663,x,f,g,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,k,v,d,e,e
2699,x,f,g,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,k,v,d,e,e
4427,x,y,y,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,v,d,p,p
3458,x,y,g,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,k,y,d,e,e
3399,x,f,g,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,y,g,p,p
6732,f,s,e,f,y,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d,p,p
6580,x,s,e,f,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,l,p,p
6423,f,s,e,f,s,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p,p,p
2751,x,f,g,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,n,y,d,e,e
4372,x,f,y,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,g,p,p
5489,x,y,n,f,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d,p,p
5180,x,s,b,t,f,f,c,b,h,t,b,f,s,w,w,p,w,o,p,h,v,u,p,p
254,b,s,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,s,g,e,e
4017,x,y,y,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,v,d,p,p
1113,f,f,w,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,k,a,g,e,e
2321,x,y,e,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,k,v,d,e,e
2291,x,y,e,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,k,v,d,e,e
221,x,s,w,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,s,g,p,p
267,x,y,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,m,e,e
107,b,y,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,m,e,e
6505,f,y,n,f,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,p,p
1226,x,y,e,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,n,v,d,e,e
7702,f,y,n,f,n,f,c,b,w,e,b,y,y,n,n,p,w,t,p,w,y,p,e,e
7628,k,s,n,f,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p,p,p
7914,k,s,e,f,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d,p,p
6343,f,y,n,f,y,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d,p,p
1512,f,s,n,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,k,a,g,e,e
6370,f,s,n,f,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d,p,p
7533,x,s,n,f,n,f,c,b,w,e,b,y,y,n,n,p,w,t,p,w,y,p,e,e
303,b,y,w,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,g,e,e
7820,k,y,e,f,m,f,c,b,w,e,c,k,y,c,c,p,w,n,n,w,c,d,p,p
4169,f,y,g,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,y,g,p,p
2177,x,y,e,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,n,v,d,e,e
7773,k,s,n,f,y,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d,p,p
4523,x,y,g,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,d,p,p
1210,x,s,n,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,k,a,g,e,e
1786,f,y,n,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,s,u,p,p
3971,x,f,g,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,y,p,p,p
6290,x,s,n,f,y,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l,p,p
527,x,s,y,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,m,e,e
1436,b,y,w,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,m,e,e
2446,x,f,n,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,k,v,d,e,e
5332,k,y,y,f,n,f,c,n,w,e,?,k,y,w,n,p,w,o,e,w,v,d,p,p
5576,x,y,n,f,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p,p,p
376,s,f,n,f,n,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,y,u,e,e
1869,x,s,w,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,k,s,g,e,e
4409,f,f,y,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,y,d,p,p
4506,f,y,g,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,y,d,p,p
6710,f,s,e,f,y,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l,p,p
3836,f,y,g,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,n,v,d,e,e
